125
146
0 25
0 9
1 114
1 70
2 99
2 3
3 4
3 5
3 6
3 7
5 103
8 100
8 92
9 64
10 58
10 11
11 18
12 19
13 18
13 19
14 17
14 111
15 114
15 111
16 112
16 17
18 39
19 59
20 64
20 36
21 80
21 54
21 79
22 80
22 54
22 79
23 26
23 27
24 35
24 36
25 28
26 107
26 87
27 28
28 88
29 32
29 33
29 101
29 105
29 106
29 30
30 31
31 32
33 34
34 104
34 103
35 42
37 40
37 38
38 43
39 40
41 42
41 44
43 44
44 116
45 93
45 54
46 93
46 47
47 48
48 49
48 123
48 78
49 109
50 76
51 76
51 52
52 109
53 123
55 56
55 62
56 57
57 97
58 97
58 92
59 124
59 61
60 124
60 109
61 98
62 98
63 96
63 66
64 116
64 65
65 111
66 87
67 74
67 68
67 86
68 95
69 117
69 70
71 74
72 74
72 117
73 124
73 110
74 112
74 110
75 76
75 95
76 110
77 80
77 78
79 82
81 82
81 94
83 86
83 94
84 94
85 95
88 91
89 90
89 115
89 122
90 96
91 120
93 123
96 121
99 105
100 105
100 107
101 106
102 103
106 108
107 108
111 113
112 113
113 114
115 117
117 118
118 119
119 120
120 121
121 122
287
4
0 1 0.8
1 2 0.6
2 3 0.5
3 4 0.4
